0.491678547	0.758226931	0.241773022	0.49273257	0.757031524	0.241415928	0.493121487	0.756652782	0.243471788	0.494172508	0.755604547	0.246192266	0.495955437	0.753897538	0.24942546	0.498160258	0.751747231	0.251886366	0.499405285	0.75060176	0.25068744
0.758227234	0.491678344	0.241772956	0.758661905	0.491080873	0.241318669	0.758099164	0.491637126	0.243068065	0.757014652	0.492699268	0.245777988	0.755411946	0.494348501	0.248929327	0.752987891	0.49687648	0.252125198	0.750601829	0.499405268	0.250687525
0.491678520	0.491678413	0.508321491	0.490819464	0.489153852	0.50387188	0.488976025	0.487790014	0.501328428	0.488145498	0.487073172	0.500008069	0.488923337	0.487623182	0.498696593	0.490780875	0.489003575	0.496282345	0.49168212	0.491682156	0.491682043
0.758227115	0.758226986	0.508321515	0.76067263	0.758927245	0.503838514	0.762078889	0.760862586	0.501324935	0.762818404	0.761691416	0.500006523	0.762254351	0.760879225	0.498706841	0.760834272	0.758947384	0.496305585	0.758235534	0.75823548	0.491681998
0.625002931	0.397541881	0.374997363	0.624452424	0.392201579	0.372253784	0.623275665	0.387364645	0.371439274	0.62256605	0.383012911	0.371390655	0.622420717	0.378782131	0.372252213	0.62222942	0.374883295	0.373991266	0.621621976	0.374188762	0.37418869
0.397541402	0.625002708	0.374997299	0.393278146	0.622397059	0.372052031	0.387925252	0.621747617	0.371526759	0.383437545	0.621126002	0.371561272	0.379892948	0.620694201	0.372419638	0.37720785	0.620643929	0.374147623	0.374188779	0.621621879	0.374188711
0.852450318	0.625006727	0.374993151	0.857696404	0.625389514	0.372231755	0.862517711	0.626566938	0.371445545	0.866850256	0.62725919	0.371394813	0.871088037	0.627418557	0.372257848	0.874982095	0.627614118	0.37399568	0.875803879	0.628383888	0.374189091
0.625006908	0.852450740	0.374993101	0.627466053	0.856536472	0.372048035	0.628126866	0.861954187	0.371524642	0.628740691	0.866427538	0.371563827	0.62919635	0.869978432	0.372437296	0.629265562	0.872630067	0.374161241	0.62838397	0.875803836	0.374189094
0.625007008	0.625006823	0.147549298	0.625675786	0.624118296	0.143292426	0.625639717	0.624166913	0.142844082	0.625638995	0.624155597	0.142243199	0.62567457	0.624149498	0.14069211	0.625548712	0.624333865	0.135913175	0.625005158	0.625005161	0.125005308
0.625002817	0.625002623	0.602458104	0.625707709	0.624118723	0.57219695	0.62477992	0.625108854	0.537150996	0.624396687	0.625461592	0.501304619	0.624912019	0.62493771	0.465307286	0.626311605	0.623508757	0.429048914	0.62500248	0.6250024	0.397540761
0.374187879	0.374187694	0.378378082	0.373877712	0.371744023	0.376016674	0.372743235	0.370963278	0.375333714	0.372162806	0.370469056	0.375037154	0.372235304	0.370361384	0.374851859	0.372444836	0.370691413	0.374389086	0.372010643	0.372010567	0.372010542
0.628384763	0.374188128	0.124196381	0.628816895	0.373699989	0.122835505	0.628559545	0.374010595	0.12297097	0.628196664	0.374242876	0.123480448	0.627562896	0.374522437	0.124268761	0.626527032	0.37485608	0.125442947	0.625006299	0.375500137	0.125004764
0.875803799	0.374188154	0.371615460	0.875772473	0.374093297	0.371828403	0.874932201	0.374880054	0.373219696	0.874601025	0.375211651	0.374356793	0.874513797	0.375341408	0.375614353	0.874195639	0.37566464	0.377161556	0.873019842	0.376973553	0.37697354
0.374188251	0.628384546	0.124196329	0.375327985	0.627471611	0.122693145	0.375692216	0.627275265	0.123010127	0.375904801	0.626929711	0.123567896	0.376074036	0.626393141	0.124422855	0.376098549	0.625619267	0.125536012	0.375500155	0.625006275	0.125004727
0.374188197	0.875803713	0.371615476	0.376105868	0.873754945	0.371996152	0.376399085	0.873459143	0.373252919	0.376613944	0.873241366	0.374471701	0.37691173	0.872962802	0.375653009	0.377316986	0.872586666	0.377029269	0.376973583	0.873019778	0.376973695
0.621621462	0.875798949	0.124201022	0.622382926	0.87446746	0.122702186	0.622588255	0.874104073	0.123007452	0.622931274	0.873887678	0.123567109	0.623488458	0.873752367	0.124426712	0.624301747	0.873761485	0.12553777	0.625003315	0.874489929	0.125004721
0.875799100	0.621621293	0.124201079	0.876087165	0.621022976	0.122836258	0.875781379	0.621276673	0.12297356	0.875547079	0.621628276	0.123479005	0.875279396	0.622282036	0.124265379	0.875007477	0.623362452	0.125435612	0.874489937	0.625003341	0.125004799
0.875799057	0.875798910	0.378378601	0.878102679	0.875957496	0.376021033	0.878915588	0.877103368	0.375328255	0.879410963	0.877664495	0.375038414	0.879505084	0.877608224	0.37486544	0.879191754	0.877370894	0.374410355	0.877981084	0.877981008	0.372013635
0.621622059	0.374187738	0.625812280	0.622295506	0.375164519	0.62606298	0.622170601	0.379070847	0.627752169	0.622367173	0.382954585	0.62858962	0.623030232	0.387398219	0.628615808	0.624208728	0.391434926	0.627835033	0.625002533	0.397540845	0.625002267
0.374187798	0.621621995	0.625812324	0.37683713	0.620597741	0.625739617	0.379624209	0.620717131	0.627403338	0.383234383	0.620994285	0.628483777	0.387801511	0.621588352	0.628468658	0.393536094	0.622515478	0.627942928	0.397540278	0.625002474	0.62500245
0.628384557	0.875803646	0.625811848	0.629295216	0.87301257	0.62572874	0.629162518	0.870258075	0.627402123	0.628866432	0.866623263	0.628487615	0.628267601	0.862035287	0.628469543	0.627338979	0.856236429	0.627956382	0.625005944	0.852452807	0.625006011
0.875803743	0.628384473	0.625811821	0.874711528	0.627563269	0.626052017	0.870774116	0.627676021	0.627743793	0.866899193	0.62744842	0.628594892	0.862479648	0.626781293	0.628624167	0.858409053	0.625576345	0.627835777	0.852452242	0.625005959	0.625005882
0.499403330	0.250691190	0.249395246	0.499992556	0.249380041	0.24809245	0.499933903	0.248954959	0.248226377	0.499886494	0.248654934	0.248533315	0.499865921	0.24822955	0.248915223	0.499739228	0.247807328	0.249265586	0.499142758	0.248312153	0.248312176
0.250691175	0.499403227	0.249395276	0.250932966	0.49862477	0.248149265	0.250304544	0.498587717	0.248335561	0.249889057	0.498534598	0.248628884	0.249660949	0.498501667	0.248957633	0.249379826	0.498554119	0.249293765	0.248312168	0.49914274	0.248312201
0.499404318	0.499404196	0.000684634	0.500216905	0.498886063	0.998857101	0.500121745	0.498922129	0.999245698	0.500096276	0.498910762	0.999867722	0.500145899	0.498887945	0.000815451	0.500147058	0.498934818	0.001095162	0.499406174	0.499406172	0.999318241
0.750605919	0.750605804	0.000681985	0.750978965	0.74963818	0.998870606	0.75094137	0.749716311	0.999248711	0.750939915	0.749723697	0.999866788	0.750964369	0.749681748	0.000808122	0.750942076	0.749700425	0.001083489	0.750602624	0.750602666	0.999320473
0.750604826	0.250691255	0.500596783	0.751081814	0.249797372	0.499604164	0.750791286	0.25016296	0.499819203	0.750678769	0.250335806	0.499967055	0.75081379	0.250101514	0.500125102	0.750972121	0.249659428	0.500390956	0.750601811	0.250687578	0.499405213
0.250691064	0.750604753	0.500596836	0.251438829	0.7494973	0.49960645	0.251416338	0.749311118	0.499805321	0.251439164	0.749244235	0.499952117	0.251479758	0.749285367	0.500184671	0.251503812	0.749600307	0.500390833	0.250687452	0.750601744	0.499405309
0.499403268	0.750604753	0.749308791	0.498308108	0.751578094	0.747938698	0.496198644	0.753666058	0.750109795	0.494331672	0.755449375	0.753359606	0.493276339	0.756465525	0.756165715	0.492560003	0.757167387	0.75855863	0.491682078	0.758235478	0.758235423
0.750604856	0.499403142	0.749308803	0.7530186	0.496835302	0.747991946	0.755136842	0.494656625	0.750731993	0.75685938	0.492853107	0.753887651	0.757942704	0.491764312	0.756470258	0.758616388	0.49110981	0.758411921	0.758235544	0.491682019	0.758235487
0.376973552	0.376973523	0.126981170	0.377279661	0.376031064	0.124987319	0.376931009	0.375816021	0.124874747	0.376667438	0.37561467	0.124842815	0.376433355	0.375362152	0.124996913	0.375988668	0.375017801	0.124811343	0.374929876	0.374929923	0.123002153
0.877980489	0.372013597	0.122019654	0.878534582	0.371300413	0.121957343	0.878380019	0.37144958	0.123238389	0.878038489	0.371777612	0.124416613	0.877416087	0.372414069	0.125700486	0.876452418	0.37341205	0.127325185	0.875059992	0.374930383	0.127006181
0.372013671	0.877980370	0.122019652	0.372696648	0.877143746	0.122195336	0.372864392	0.876985959	0.123188547	0.373193571	0.87665404	0.124466586	0.373700797	0.876155563	0.125670085	0.374344567	0.875554191	0.12705147	0.374930325	0.87506002	0.127006151
0.873016848	0.873016835	0.126983131	0.873822332	0.872578624	0.124989839	0.874046466	0.872916345	0.124866906	0.874243218	0.873170533	0.12483678	0.874494681	0.873426502	0.124995072	0.874877302	0.873883911	0.124814929	0.875059937	0.875060047	0.123001502
